Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Overcome,Core Set 2020,186,Near Mint,English,,,,,,,,$0.00 
2,0,Overgrowth Elemental,Core Set 2020,187,Near Mint,English,,,,,,,,$0.00 
2,0,Pacifism,Core Set 2020,32,Near Mint,English,,,,,,,,$0.00 
1,0,Pacifism,Core Set 2020,32,Near Mint,English,foil,,,,,,,$0.00 
1,0,Pack Leader,Core Set 2021,29,Near Mint,English,,,,,,,,$0.00 
1,0,Pack's Favor,Guilds of Ravnica,139,Near Mint,English,,,,,,,,$0.00 
1,0,Pact of Negation,Time Spiral Remastered,77,Near Mint,English,,,,,,,,$0.00 
1,0,Painful Lesson,Amonkhet,102,Near Mint,English,,,,,,,,$0.00 
1,0,Painful Truths,Commander 2020,134,Near Mint,English,,,,,,,,$0.00 
1,0,Painsmith,Double Masters,102,Near Mint,English,foil,,,,,,,$0.00 
1,0,Painted Bluffs,Amonkhet,246,Near Mint,English,,,,,,,,$0.00 
1,0,"Pako, Arcane Retriever",Commander 2020,13,Near Mint,English,foil,,,,,,,$0.00 
1,0,Palace Sentinels,Commander Legends,36,Near Mint,English,foil,,,,,,,$0.00 
1,0,Palace Sentinels,Commander Legends,36,Near Mint,English,,,,,,,,$0.00 
1,0,Palladium Myr,Scars of Mirrodin,190,Near Mint,English,,,,,,,,$0.00 
1,0,Pallid Mycoderm,Time Spiral Remastered,31,Near Mint,English,,,,,,,,$0.00 
1,0,Paradise Druid,War of the Spark,171,Near Mint,English,,,,,,,,$0.00 
1,0,Paradox Haze,Mystery Booster Retail Edition Foils,27,Near Mint,English,foil,,,,,,,$0.00 
1,0,Paralyzing Grasp,Return to Ravnica,46,Near Mint,English,,,,,,,,$0.00 
2,0,Paranoid Delusions,Gatecrash,186,Near Mint,English,,,,,,,,$0.00 
3,0,Parasitic Impetus,Commander 2020,46,Near Mint,English,,,,,,,,$0.00 
1,0,Parasitic Strix,Double Masters,60,Near Mint,English,,,,,,,,$0.00 
1,0,Pashalik Mons,Modern Horizons,138,Near Mint,English,,,,,,,,$0.00 
1,0,Path of Ancestry,Commander 2020,298,Near Mint,English,,,,,,,,$0.00 
2,0,Path of Ancestry,Commander Legends,353,Near Mint,English,,,,,,,,$0.00 
1,0,Path to the World Tree,Kaldheim,186,Near Mint,English,,,,,,,,$0.00 
1,0,Pathmaker Initiate,Amonkhet,146,Near Mint,English,,,,,,,,$0.00 
1,0,Patron of the Valiant,Commander Legends,37,Near Mint,English,,,,,,,,$0.00 
1,0,Pattern Matcher,Core Set 2020,234,Near Mint,English,,,,,,,,$0.00 
1,0,Pause for Reflection,Guilds of Ravnica,140,Near Mint,English,,,,,,,,$0.00 
2,0,Peace Strider,Double Masters,280,Near Mint,English,,,,,,,,$0.00 
1,0,Peel from Reality,Jumpstart,163,Near Mint,English,,,,,,,,$0.00 
1,0,Peel from Reality,Commander Legends,402,Near Mint,English,,,,,,,,$0.00 
1,0,Peer into the Abyss,Core Set 2021,117,Near Mint,English,,,,,,,,$0.00 
1,0,Pelakka Predation // Pelakka Caverns,Zendikar Rising,120,Near Mint,English,,,,,,,,$0.00 
1,0,Pemmin's Aura,Scourge,45,Near Mint,English,,,,,,,,$0.00 
1,0,Pennon Blade,Commander Legends,329,Near Mint,English,,,,,,,,$0.00 
1,0,Peregrination,Born of the Gods,132,Near Mint,English,,,,,,,,$0.00 
1,0,Peregrine Drake,Urza's Saga,88,Near Mint,English,,,,,,,,$0.00 
3,0,Perilous Myr,Commander Legends,330,Near Mint,English,,,,,,,,$0.00 
1,0,Perilous Shadow,Return to Ravnica,74,Near Mint,English,,,,,,,,$0.00 
3,0,Perplex,Ravnica: City of Guilds,217,Near Mint,English,,,,,,,,$0.00 
1,0,Perplex,Ravnica: City of Guilds,217,Played,English,,,,,,,,$0.00 
3,0,Pestilence,Urza's Saga,147,Near Mint,English,,,,,,,,$0.00 
1,0,Pestilent Haze,Core Set 2021,118,Near Mint,English,,,,,,,,$0.00 
1,0,Petrified Field,Odyssey,323,Near Mint,English,,,,,,,,$0.00 
1,0,Phalanx Leader,Theros,26,Near Mint,English,,,,,,,,$0.00 
1,0,Pharika's Spawn,Theros Beyond Death,112,Near Mint,English,,,,,,,,$0.00 
1,0,Phase Dolphin,Ikoria: Lair of Behemoths,62,Near Mint,English,,,,,,,,$0.00 
1,0,Pheres-Band Brawler,Theros Beyond Death,193,Near Mint,English,foil,,,,,,,$0.00 
1,0,Phyrexian Altar,Ultimate Masters,232,Near Mint,English,,,,,,,,$0.00 
2,0,Phyrexian Rager,Commander Legends,142,Near Mint,English,,,,,,,,$0.00 
1,0,Phyrexian Triniform,Commander Legends,331,Near Mint,English,,,,,,,,$0.00 
1,0,Pia and Kiran Nalaar,Duel Decks: Elves vs. Inventors,47,Near Mint,English,,,,,,,,$0.00 
1,0,Pieces of the Puzzle,Shadows over Innistrad,78,Near Mint,English,,,,,,,,$0.00 
2,0,Pilfering Hawk,Kaldheim,71,Near Mint,English,,,,,,,,$0.00 
1,0,Pilgrim's Eye,Commander 2013,253,Near Mint,English,,,,,,,,$0.00 
1,0,Pilgrim's Eye,Mystery Booster,1620,Near Mint,English,,,,,,,,$0.00 
2,0,Pilgrim's Eye,Commander Legends,332,Near Mint,English,,,,,,,,$0.00 
1,0,Pious Interdiction,Ixalan,26,Near Mint,English,,,,,,,,$0.00 
1,0,Pious Wayfarer,Theros Beyond Death,32,Near Mint,English,,,,,,,,$0.00 
1,0,Pirate's Cutlass,Commander Legends,333,Near Mint,English,foil,,,,,,,$0.00 
1,0,Pirate's Cutlass,Commander Legends,333,Near Mint,English,,,,,,,,$0.00 
1,0,Piston-Fist Cyclops,Guilds of Ravnica,217,Near Mint,English,,,,,,,,$0.00 
1,0,Pit Fight,Gatecrash,223,Near Mint,English,,,,,,,,$0.00 
2,0,Pitchburn Devils,Core Set 2021,156,Near Mint,English,,,,,,,,$0.00 
200,0,Plains,Core Set 2021,260,Near Mint,English,,,,,,,,$0.00 
1,0,Planar Outburst,Zendikar Rising Commander,19,Near Mint,English,,,,,,,,$0.00 
2,0,Plaza of Harmony,Ravnica Allegiance,254,Near Mint,English,,,,,,,,$0.00 
1,0,Plea for Guidance,Born of the Gods,24,Near Mint,English,,,,,,,,$0.00 
1,0,Plummet,Theros Beyond Death,194,Near Mint,English,,,,,,,,$0.00 
1,0,Plummet,Ikoria: Lair of Behemoths,169,Near Mint,English,,,,,,,,$0.00 
1,0,Poison the Cup,Kaldheim,103,Near Mint,English,,,,,,,,$0.00 
1,0,Poison-Tip Archer,Core Set 2019,220,Near Mint,English,,,,,,,,$0.00 
1,0,Pollenbright Druid,War of the Spark,173,Near Mint,English,,,,,,,,$0.00 
1,0,Pollywog Symbiote,Ikoria: Lair of Behemoths,63,Near Mint,English,,,,,,,,$0.00 
1,0,Pongify,Double Masters,62,Near Mint,English,,,,,,,,$0.00 
1,0,Porcuparrot,Ikoria: Lair of Behemoths,128,Near Mint,English,,,,,,,,$0.00 
1,0,Port of Karfell,Kaldheim,265,Near Mint,English,,,,,,,,$0.00 
1,0,Port Town,Shadows over Innistrad,278,Near Mint,English,,,,,,,,$0.00 
1,0,Portal Mage,Commander 2020,122,Near Mint,English,,,,,,,,$0.00 
1,0,Portcullis Vine,Core Set 2021,195,Near Mint,English,,,,,,,,$0.00 
3,0,Portent of Betrayal,Commander Legends,194,Near Mint,English,,,,,,,,$0.00 
1,0,Pouncing Cheetah,Mystery Booster,1296,Near Mint,English,,,,,,,,$0.00 
1,0,Pouncing Cheetah,Amonkhet,179,Near Mint,English,,,,,,,,$0.00 
1,0,Pouncing Shoreshark,Ikoria: Lair of Behemoths,64,Near Mint,English,,,,,,,,$0.00 
1,0,Pouncing Shoreshark,Ikoria: Lair of Behemoths,285,Near Mint,English,foil,,,,,,,$0.00 
1,0,Practiced Tactics,Zendikar Rising,32,Near Mint,English,,,,,,,,$0.00 
1,0,Prairie Stream,Commander 2020,299,Near Mint,English,,,,,,,,$0.00 
1,0,Prava of the Steel Legion,Commander Legends,38,Near Mint,English,,,,,,,,$0.00 
1,0,Predator Ooze,Commander 2020,185,Near Mint,English,,,,,,,,$0.00 
1,0,Predator's Rapport,Gatecrash,129,Near Mint,English,,,,,,,,$0.00 
1,0,Predatory Impetus,Commander 2020,62,Near Mint,English,,,,,,,,$0.00 
3,0,Preordain,Commander Legends,84,Near Mint,English,,,,,,,,$0.00 
1,0,Preordain,Commander Legends,84,Near Mint,English,foil,,,,,,,$0.00 
1,0,Presence of Gond,Jumpstart,420,Near Mint,English,,,,,,,,$0.00 
1,0,Pressure Point,Zendikar Rising,33,Near Mint,English,,,,,,,,$0.00 
1,0,Prey Upon,Magic 2013,181,Near Mint,English,,,,,,,,$0.00 
2,0,Prey Upon,Guilds of Ravnica,143,Near Mint,English,,,,,,,,$0.00 
1,0,Price of Fame,Zendikar Rising Commander,52,Near Mint,English,,,,,,,,$0.00 
1,0,Price of Fame,Guilds of Ravnica,83,Near Mint,English,,,,,,,,$0.00 
1,0,Price of Progress,Eternal Masters,141,Near Mint,English,,,,,,,,$0.00 
1,0,Prickly Marmoset,Ikoria: Lair of Behemoths,129,Near Mint,English,,,,,,,,$0.00 
1,0,Pride of the Perfect,Commander Legends,144,Near Mint,English,foil,,,,,,,$0.00 
1,0,Pride of the Perfect,Commander Legends,144,Near Mint,English,,,,,,,,$0.00 
2,0,Pridemalkin,Core Set 2021,196,Near Mint,English,,,,,,,,$0.00 
1,0,Priest of the Haunted Edge,Kaldheim,104,Near Mint,English,,,,,,,,$0.00 
1,0,Priest of Urabrask,New Phyrexia,90,Near Mint,English,,,,,,,,$0.00 
1,0,Primal Empathy,Ikoria: Lair of Behemoths,200,Near Mint,English,,,,,,,,$0.00 
1,0,Primal Huntbeast,Magic 2013,182,Near Mint,English,,,,,,,,$0.00 
2,0,Primal Visitation,Gatecrash,187,Near Mint,English,,,,,,,,$0.00 
1,0,Primevals' Glorious Rebirth,Dominaria,201,Near Mint,English,,,,,,,,$0.00 
1,0,Primordial Sage,Jumpstart,422,Near Mint,English,,,,,,,,$0.00 
2,0,Prismatic Lens,Time Spiral,262,Near Mint,English,,,,,,,,$0.00 
3,0,Prismite,Core Set 2021,235,Near Mint,English,,,,,,,,$0.00 
1,0,Prison Realm,War of the Spark,26,Near Mint,English,,,,,,,,$0.00 
1,0,Pristine Talisman,Iconic Masters,225,Near Mint,English,,,,,,,,$0.00 
1,0,Pristine Talisman,New Phyrexia,151,Near Mint,English,,,,,,,,$0.00 
1,0,Prodigal Pyromancer,Time Spiral Remastered,180,Near Mint,English,,,,,,,,$0.00 
1,0,Profane Command,Commander 2020,135,Near Mint,English,,,,,,,,$0.00 
1,0,Promise of Tomorrow,Commander Legends,39,Near Mint,English,,,,,,,,$0.00 
1,0,Propaganda,Commander 2020,123,Near Mint,English,,,,,,,,$0.00 
1,0,Prophetic Bolt,Commander 2020,227,Near Mint,English,,,,,,,,$0.00 
1,0,Prophetic Prism,Commander Legends,334,Near Mint,English,foil,,,,,,,$0.00 
1,0,Prophetic Prism,Commander Legends,334,Near Mint,English,,,,,,,,$0.00 
1,0,Prophetic Prism,Gatecrash,234,Near Mint,English,,,,,,,,$0.00 
1,0,Prosperity,Visions,40,Near Mint,English,,,,,,,,$0.00 
2,0,Prosperous Pirates,Commander Legends,85,Near Mint,English,,,,,,,,$0.00 
1,0,Prowler's Helm,Theros,219,Near Mint,English,,,,,,,,$0.00 
1,0,Prowling Felidar,Zendikar Rising,294,Near Mint,English,,,,,,,,$0.00 
1,0,Prying Eyes,Commander Legends,86,Near Mint,English,,,,,,,,$0.00 
3,0,Psychic Impetus,Commander 2020,37,Near Mint,English,,,,,,,,$0.00 
3,0,Psychic Strike,Gatecrash,189,Near Mint,English,,,,,,,,$0.00 
1,0,Psychosis Crawler,Commander 2020,248,Near Mint,English,,,,,,,,$0.00 
1,0,Psychotic Episode,Time Spiral Remastered,132,Near Mint,English,,,,,,,,$0.00 
1,0,Puncturing Blow,Hour of Devastation,106,Near Mint,English,,,,,,,,$0.00 
2,0,Purge the Profane,Gatecrash,190,Near Mint,English,,,,,,,,$0.00 
2,0,Pursuit of Flight,Return to Ravnica,102,Near Mint,English,,,,,,,,$0.00 
1,0,Putrefy,Commander 2020,228,Near Mint,English,,,,,,,,$0.00 
1,0,Putrefy,Ravnica: City of Guilds,221,Near Mint,English,,,,,,,,$0.00 
1,0,Pyroclasm,Masters 25,146,Near Mint,English,,,,,,,,$0.00 
2,0,Pyroclastic Hellion,Zendikar Rising,152,Near Mint,English,,,,,,,,$0.00 
1,0,Pyrohemia,Commander,132,Near Mint,English,,,,,,,,$0.00 
1,0,Pyromancer's Gauntlet,Magic 2014 Core Set,214,Near Mint,English,,,,,,,,$0.00 
1,0,Quakefoot Cyclops,Modern Horizons,142,Near Mint,English,,,,,,,,$0.00 
1,0,Queen of Ice // Rage of Winter,Throne of Eldraine,61,Near Mint,English,,,,,,,,$0.00 
1,0,Queen's Agent,Ixalan,114,Near Mint,English,,,,,,,,$0.00 
1,0,Quench,Ravnica Allegiance,48,Near Mint,English,,,,,,,,$0.00 
4,0,Quest for Pure Flame,Zendikar,144,Near Mint,English,,,,,,,,$0.00 
1,0,Quirion Dryad,Core Set 2021,198,Near Mint,English,,,,,,,,$0.00 
1,0,Quirion Elves,Invasion,203,Near Mint,English,,,,,,,,$0.00 
1,0,Quirion Explorer,Planeshift,90,Near Mint,English,,,,,,,,$0.00 
2,0,Rabid Bite,Zendikar Rising,199,Near Mint,English,,,,,,,,$0.00 
1,0,"Radha, Heart of Keld",Core Set 2021,224,Near Mint,English,,,,,,,,$0.00 
1,0,Radiant Fountain,Core Set 2021,248,Near Mint,English,,,,,,,,$0.00 
2,0,Radical Idea,Guilds of Ravnica,52,Near Mint,English,,,,,,,,$0.00 
1,0,"Raff Capashen, Ship's Mage",Dominaria,202,Near Mint,English,,,,,,,,$0.00 
1,0,Raging Redcap,Throne of Eldraine,134,Near Mint,English,,,,,,,,$0.00 
1,0,Raging Redcap,Throne of Eldraine,134,Near Mint,English,foil,,,,,,,$0.00 
2,0,Raiders' Karve,Kaldheim,242,Near Mint,English,,,,,,,,$0.00 
1,0,Rain of Revelation,Modern Horizons,65,Near Mint,English,,,,,,,,$0.00 
1,0,Rain of Revelation,Core Set 2021,61,Near Mint,English,,,,,,,,$0.00 
1,0,Raise the Alarm,Commander Legends,41,Near Mint,English,,,,,,,,$0.00 
1,0,Raise the Alarm,Core Set 2020,34,Near Mint,English,,,,,,,,$0.00 
1,0,Raise the Draugr,Kaldheim,105,Near Mint,English,foil,,,,,,,$0.00 
1,0,Rakdos Carnarium,Commander 2020,300,Near Mint,English,,,,,,,,$0.00 
1,0,Rakdos Carnarium,Dissension,178,Near Mint,English,,,,,,,,$0.00 
1,0,Rakdos Guildgate,Ravnica Allegiance,256,Near Mint,English,,,,,,,,$0.00 
1,0,Rakdos Locket,Ravnica Allegiance,237,Near Mint,English,,,,,,,,$0.00 
4,0,Rakdos Shred-Freak,Return to Ravnica,221,Near Mint,English,,,,,,,,$0.00 
1,0,Rakdos Signet,Commander 2020,249,Near Mint,English,,,,,,,,$0.00 
1,0,Rakdos Trumpeter,Ravnica Allegiance,84,Near Mint,English,,,,,,,,$0.00 
1,0,Rakshasa Debaser,Commander Legends,146,Near Mint,English,,,,,,,,$0.00 
1,0,Rally for the Throne,Throne of Eldraine,25,Near Mint,English,,,,,,,,$0.00 
1,0,Rally the Ranks,Kaldheim,20,Near Mint,English,,,,,,,,$0.00 
1,0,Ram Through,Ikoria: Lair of Behemoths,170,Near Mint,English,,,,,,,,$0.00 
1,0,Rambunctious Mutt,Core Set 2021,30,Near Mint,English,,,,,,,,$0.00 
1,0,Rampage of the Valkyries,Kaldheim,393,Near Mint,English,,,,,,,,$0.00 
1,0,Rampaging Baloths,Iconic Masters,184,Near Mint,English,,,,,,,,$0.00 
1,0,Rampaging Baloths,Zendikar Rising Commander,77,Near Mint,English,,,,,,,,$0.00 
1,0,Rampaging Baloths,Commander Legends,431,Near Mint,English,,,,,,,,$0.00 
1,0,Rampaging Ferocidon,Ixalan,154,Near Mint,English,,,,,,,,$0.00 
1,0,Rampaging Rendhorn,Ravnica Allegiance,135,Near Mint,English,,,,,,,,$0.00 
1,0,Rampant Growth,Commander Legends,432,Near Mint,English,,,,,,,,$0.00 
1,0,Rampant Growth,Seventh Edition,262,Near Mint,English,,,,,,,,$0.00 
1,0,Rampart Smasher,Throne of Eldraine,213,Near Mint,English,,,,,,,,$0.00 
1,0,Ramunap Excavator,Commander Legends,433,Near Mint,English,,,,,,,,$0.00 
2,0,Ranger's Guile,Core Set 2021,199,Near Mint,English,,,,,,,,$0.00 
1,0,Ranger's Path,Magic 2013,186,Near Mint,English,,,,,,,,$0.00 
2,0,Rapacious Dragon,Double Masters,140,Near Mint,English,,,,,,,,$0.00 
1,0,"Rashmi, Eternities Crafter",Commander 2020,229,Near Mint,English,,,,,,,,$0.00 
2,0,Raugrin Crystal,Ikoria: Lair of Behemoths,238,Near Mint,English,,,,,,,,$0.00 
1,0,Ravaged Highlands,Odyssey,324,Near Mint,English,,,,,,,,$0.00 
2,0,Raven Wings,Kaldheim,243,Near Mint,English,,,,,,,,$0.00 
1,0,Raven Wings,Kaldheim,243,Near Mint,English,foil,,,,,,,$0.00 
1,0,Ravenous Baboons,Exodus,97,Near Mint,English,,,,,,,,$0.00 
1,0,Ravenous Gigantotherium,Commander 2020,63,Near Mint,English,,,,,,,,$0.00 
1,0,Ravenous Intruder,Aether Revolt,94,Near Mint,English,,,,,,,,$0.00 
1,0,Ravenous Lindwurm,Kaldheim,187,Near Mint,English,,,,,,,,$0.00 
1,0,Razortip Whip,Gatecrash,235,Near Mint,English,,,,,,,,$0.00 
1,0,Read the Tides,Core Set 2021,62,Near Mint,English,,,,,,,,$0.00 
1,0,Reality Scramble,Commander 2018,25,Near Mint,English,,,,,,,,$0.00 
1,0,Reality Smasher,Oath of the Gatewatch,7,Near Mint,English,,,,,,,,$0.00 
2,0,Realmwalker,Kaldheim,188,Near Mint,English,,,,,,,,$0.00 
1,0,Reap the Past,Modern Horizons,211,Near Mint,English,,,,,,,,$0.00 
1,0,Reaper of Night // Harvest Fear,Throne of Eldraine,102,Near Mint,English,,,,,,,,$0.00 
1,0,Reaper of the Wilds,Theros,201,Near Mint,English,,,,,,,,$0.00 
3,0,Reave Soul,Throne of Eldraine,103,Near Mint,English,,,,,,,,$0.00 
1,0,"Rebbec, Architect of Ascension",Commander Legends,42,Near Mint,English,,,,,,,,$0.00 
1,0,Reckless Air Strike,Core Set 2020,154,Near Mint,English,,,,,,,,$0.00 
1,0,Reckless One,Onslaught,222,Near Mint,English,,,,,,,,$0.00 
1,0,Reclaim the Wastes,Zendikar Rising,200,Near Mint,English,,,,,,,,$0.00 
1,0,Reclamation Sage,Commander 2020,186,Near Mint,English,,,,,,,,$0.00 
3,0,Reclamation Sage,Commander Legends,248,Near Mint,English,,,,,,,,$0.00 
2,0,Reconnaissance Mission,Ikoria: Lair of Behemoths,65,Near Mint,English,,,,,,,,$0.00 
2,0,Redcap Raiders,Throne of Eldraine,136,Near Mint,English,,,,,,,,$0.00 
1,0,Reflector Mage,Oath of the Gatewatch,157,Near Mint,English,,,,,,,,$0.00 
1,0,"Reki, the History of Kamigawa",Mystery Booster Retail Edition Foils,76,Near Mint,English,,,,,,,,$0.00 
1,0,Relentless Assault,Commander Legends,416,Near Mint,English,,,,,,,,$0.00 
1,0,Relentless Pursuit,Theros Beyond Death,195,Near Mint,English,,,,,,,,$0.00 
1,0,Relic Amulet,Zendikar Rising,247,Near Mint,English,,,,,,,,$0.00 
1,0,Relic Axe,Zendikar Rising,248,Near Mint,English,,,,,,,,$0.00 
1,0,Relic Golem,Zendikar Rising,249,Near Mint,English,,,,,,,,$0.00 
1,0,Relic Seeker,Commander Legends,382,Near Mint,English,,,,,,,,$0.00 
1,0,Reliquary Tower,Mystery Booster,1683,Near Mint,English,,,,,,,,$0.00 
1,0,Reliquary Tower,Commander 2020,301,Near Mint,English,,,,,,,,$0.00 
1,0,Reliquary Tower,Commander Legends,488,Near Mint,English,,,,,,,,$0.00 
1,0,Remote Isle,Commander 2020,302,Near Mint,English,,,,,,,,$0.00 
1,0,"Renata, Called to the Hunt",Theros Beyond Death,196,Near Mint,English,,,,,,,,$0.00 
1,0,Renegade Map,Aether Revolt,173,Near Mint,English,,,,,,,,$0.00 
1,0,Renegade Reaper,Kaldheim,386,Near Mint,English,,,,,,,,$0.00 
1,0,Renegade Tactics,Commander Legends,195,Near Mint,English,,,,,,,,$0.00 
1,0,Renegade Tactics,Commander Legends,195,Near Mint,English,foil,,,,,,,$0.00 
1,0,Repeated Reverberation,Core Set 2020,156,Near Mint,English,,,,,,,,$0.00 
3,0,Replicating Ring,Kaldheim,244,Near Mint,English,,,,,,,,$0.00 
1,0,Reshape,Double Masters,64,Near Mint,English,,,,,,,,$0.00 
1,0,Reshape the Earth,Commander Legends,249,Near Mint,English,,,,,,,,$0.00 
1,0,Resolute Rider,Throne of Eldraine,214,Near Mint,English,,,,,,,,$0.00 
2,0,Resolute Strike,Zendikar Rising,35,Near Mint,English,,,,,,,,$0.00 
1,0,Resolute Survivors,Hour of Devastation,142,Near Mint,English,,,,,,,,$0.00 
1,0,Resplendent Marshal,Kaldheim,22,Near Mint,English,,,,,,,,$0.00 
1,0,Response // Resurgence,Commander Legends,449,Near Mint,English,,,,,,,,$0.00 
1,0,Retreat to Emeria,Zendikar Rising Commander,20,Near Mint,English,,,,,,,,$0.00 
1,0,Retreat to Kazandu,Commander Legends,435,Near Mint,English,,,,,,,,$0.00 
1,0,Return of the Wildspeaker,Zendikar Rising Commander,79,Near Mint,English,,,,,,,,$0.00 
1,0,Return to Dust,Commander Legends,43,Near Mint,English,,,,,,,,$0.00 
1,0,Return to Nature,War of the Spark,175,Near Mint,English,,,,,,,,$0.00 
1,0,Return to Nature,Throne of Eldraine,173,Near Mint,English,,,,,,,,$0.00 
1,0,Return to Nature,Theros Beyond Death,197,Near Mint,English,,,,,,,,$0.00 
2,0,Return Upon the Tide,Kaldheim,106,Near Mint,English,,,,,,,,$0.00 
1,0,Returned Reveler,Journey into Nyx,79,Near Mint,English,,,,,,,,$0.00 
1,0,Reveillark,Commander 2020,97,Near Mint,English,,,,,,,,$0.00 
1,0,Revenant,Mystery Booster,756,Near Mint,English,,,,,,,,$0.00 
1,0,Revenant,Commander Legends,147,Near Mint,English,,,,,,,,$0.00 
1,0,Reverberate,Magic 2011,155,Near Mint,English,,,,,,,,$0.00 
3,0,Reverent Hoplite,Theros Beyond Death,33,Near Mint,English,,,,,,,,$0.00 
1,0,Reverse Engineer,Aether Revolt,42,Near Mint,English,,,,,,,,$0.00 
1,0,Revitalize,Core Set 2021,31,Near Mint,English,,,,,,,,$0.00 
1,0,Revitalize,Kaldheim,23,Near Mint,English,,,,,,,,$0.00 
1,0,Revoke Existence,Double Masters,28,Near Mint,English,foil,,,,,,,$0.00 
1,0,Revoke Existence,Theros Beyond Death,34,Near Mint,English,,,,,,,,$0.00 
1,0,Rewind,Urza's Saga,93,Near Mint,English,,,,,,,,$0.00 
1,0,Rewind,Core Set 2021,63,Near Mint,English,,,,,,,,$0.00 
1,0,"Reyav, Master Smith",Commander Legends,290,Near Mint,English,,,,,,,,$0.00 
1,0,Rhet-Crop Spearmaster,Amonkhet,26,Near Mint,English,,,,,,,,$0.00 
1,0,Rhizome Lurcher,Guilds of Ravnica,196,Near Mint,English,foil,,,,,,,$0.00 
1,0,Rhox Veteran,Modern Horizons,24,Near Mint,English,,,,,,,,$0.00 
1,0,Riddlemaster Sphinx,Core Set 2020,317,Near Mint,English,,,,,,,,$0.00 
1,0,Riddlesmith,Duel Decks: Elves vs. Inventors,39,Near Mint,English,foil,,,,,,,$0.00 
1,0,Riders of Gavony,Commander 2020,98,Near Mint,English,,,,,,,,$0.00 
2,0,Righteous Blow,Guilds of Ravnica,23,Near Mint,English,,,,,,,,$0.00 
1,0,Righteousness,Throne of Eldraine,27,Near Mint,English,,,,,,,,$0.00 
1,0,Rime Tender,Modern Horizons,176,Near Mint,English,,,,,,,,$0.00 
1,0,Rimewood Falls,Kaldheim,266,Near Mint,English,,,,,,,,$0.00 
1,0,Rimewood Falls,Kaldheim,266,Near Mint,English,foil,,,,,,,$0.00 
2,0,Rimrock Knight // Boulder Rush,Throne of Eldraine,137,Near Mint,English,,,,,,,,$0.00 
1,0,Ring of Thune,Commander Legends,468,Near Mint,English,,,,,,,,$0.00 
1,0,Ring of Valkas,Commander Legends,469,Near Mint,English,,,,,,,,$0.00 
1,0,Rings of Brighthearth,Commander Legends,335,Near Mint,English,,,,,,,,$0.00 
2,0,Riot Devils,Innistrad,160,Near Mint,English,,,,,,,,$0.00 
1,0,Riot Gear,Gatecrash,236,Near Mint,English,,,,,,,,$0.00 
1,0,Ripscale Predator,Commander Legends,196,Near Mint,English,,,,,,,,$0.00 
1,0,Rise Again,Core Set 2021,119,Near Mint,English,,,,,,,,$0.00 
1,0,Rise of the Dread Marn,Kaldheim,107,Near Mint,English,,,,,,,,$0.00 
1,0,Rise of the Dread Marn,Kaldheim,107,Near Mint,English,foil,,,,,,,$0.00 
1,0,Risen Reef,Core Set 2020,217,Near Mint,English,,,,,,,,$0.00 
1,0,Risen Riptide,Zendikar Rising,73,Near Mint,English,,,,,,,,$0.00 
1,0,"Rishkar, Peema Renegade",Aether Revolt,122,Near Mint,English,,,,,,,,$0.00 
1,0,Rites of Flourishing,Zendikar Rising Commander,80,Near Mint,English,,,,,,,,$0.00 
1,0,Ritual of the Returned,Journey into Nyx,80,Near Mint,English,,,,,,,,$0.00 
1,0,River Heralds' Boon,Ixalan,204,Near Mint,English,,,,,,,,$0.00 
3,0,Roaming Ghostlight,Core Set 2021,65,Near Mint,English,,,,,,,,$0.00 
2,0,Rockslide Sorcerer,Zendikar Rising,154,Near Mint,English,,,,,,,,$0.00 
3,0,"Rograkh, Son of Rohgahh",Commander Legends,197,Near Mint,English,,,,,,,,$0.00 
1,0,Rogue's Passage,Zendikar Rising Commander,138,Near Mint,English,,,,,,,,$0.00 
1,0,Rogue's Passage,Commander Legends,489,Near Mint,English,,,,,,,,$0.00 
2,0,Roil Eruption,Zendikar Rising,155,Near Mint,English,,,,,,,,$0.00 
1,0,Roiling Regrowth,Zendikar Rising,201,Near Mint,English,,,,,,,,$0.00 
1,0,Roiling Waters,Oath of the Gatewatch,62,Near Mint,English,,,,,,,,$0.00 
1,0,Rolling Earthquake,Double Masters,142,Near Mint,English,,,,,,,,$0.00 
1,0,"Rona, Disciple of Gix",Dominaria,203,Near Mint,English,,,,,,,,$0.00 
1,0,Rookie Mistake,Core Set 2021,66,Near Mint,English,foil,,,,,,,$0.00 
1,0,Roost of Drakes,Zendikar Rising,74,Near Mint,English,,,,,,,,$0.00 
3,0,Rootborn Defenses,Return to Ravnica,19,Near Mint,English,,,,,,,,$0.00 
1,0,Rooting Moloch,Ikoria: Lair of Behemoths,133,Near Mint,English,,,,,,,,$0.00 
1,0,Rootless Yew,Kaldheim,189,Near Mint,English,foil,,,,,,,$0.00 
1,0,Rootless Yew,Kaldheim,189,Near Mint,English,,,,,,,,$0.00 
1,0,Roots of Wisdom,Kaldheim,190,Near Mint,English,,,,,,,,$0.00 
1,0,Rosemane Centaur,Guilds of Ravnica,197,Near Mint,English,,,,,,,,$0.00 
1,0,Rosethorn Acolyte // Seasonal Ritual,Throne of Eldraine,174,Near Mint,English,,,,,,,,$0.00 
